Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Company_ID
2021-07-08 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-09 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-12 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-13 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-14 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-15 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-16 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,5000,0.0,0.0,0.0,539403
2021-07-19 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-20 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-22 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-23 00:00:00+05:30,5.539999961853027,5.539999961853027,5.539999961853027,5.539999961853027,0,0.0,0.0,0.0,539403
2021-07-26 00:00:00+05:30,5.53000020980835,5.53000020980835,5.510000228881836,5.510000228881836,10000,0.0,0.0,0.0,539403
2021-07-27 00:00:00+05:30,5.510000228881836,5.510000228881836,5.510000228881836,5.510000228881836,0,0.0,0.0,0.0,539403
2021-07-28 00:00:00+05:30,5.239999771118164,5.480000019073486,5.239999771118164,5.480000019073486,10000,0.0,0.0,0.0,539403
2021-07-29 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-07-30 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-02 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-03 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-04 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-05 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-06 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-09 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-10 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-11 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-12 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-13 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-16 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-17 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-18 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-20 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-23 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-24 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-25 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-26 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-27 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-30 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-08-31 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-09-01 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-09-02 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-09-03 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-09-06 00:00:00+05:30,5.480000019073486,5.480000019073486,5.480000019073486,5.480000019073486,0,0.0,0.0,0.0,539403
2021-09-07 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,5000,0.0,0.0,0.0,539403
2021-09-08 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-09 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-13 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-14 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-15 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-16 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-17 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-20 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-21 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-22 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-23 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-24 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-27 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-28 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-29 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-09-30 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-10-01 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-10-04 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-10-05 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-10-06 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-10-07 00:00:00+05:30,5.550000190734863,5.550000190734863,5.550000190734863,5.550000190734863,0,0.0,0.0,0.0,539403
2021-10-08 00:00:00+05:30,4.449999809265137,4.449999809265137,4.449999809265137,4.449999809265137,15000,0.0,0.0,0.0,539403
2021-10-11 00:00:00+05:30,4.449999809265137,4.449999809265137,4.449999809265137,4.449999809265137,5000,0.0,0.0,0.0,539403
2021-10-12 00:00:00+05:30,4.449999809265137,4.449999809265137,4.449999809265137,4.449999809265137,0,0.0,0.0,0.0,539403
2021-10-13 00:00:00+05:30,3.5999999046325684,4.699999809265137,3.5999999046325684,4.699999809265137,15000,0.0,0.0,0.0,539403
2021-10-14 00:00:00+05:30,3.799999952316284,5.599999904632568,3.799999952316284,5.599999904632568,15000,0.0,0.0,0.0,539403
2021-10-18 00:00:00+05:30,4.5,4.53000020980835,4.5,4.53000020980835,20000,0.0,0.0,0.0,539403
2021-10-19 00:00:00+05:30,4.53000020980835,4.53000020980835,4.53000020980835,4.53000020980835,0,0.0,0.0,0.0,539403
2021-10-20 00:00:00+05:30,4.53000020980835,4.53000020980835,4.53000020980835,4.53000020980835,0,0.0,0.0,0.0,539403
2021-10-21 00:00:00+05:30,3.630000114440918,4.519999980926514,3.630000114440918,4.519999980926514,10000,0.0,0.0,0.0,539403
2021-10-22 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,10000,0.0,0.0,0.0,539403
2021-10-25 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-10-26 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-10-27 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-10-28 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-10-29 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-11-01 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-11-02 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-11-03 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-11-04 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-11-08 00:00:00+05:30,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,0,0.0,0.0,0.0,539403
2021-11-09 00:00:00+05:30,4.0,4.0,4.0,4.0,10000,0.0,0.0,0.0,539403
2021-11-10 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-11 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-12 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-15 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-16 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-17 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-18 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-22 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-23 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-24 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-25 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-26 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-29 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-11-30 00:00:00+05:30,4.0,4.0,4.0,4.0,10000,0.0,0.0,0.0,539403
2021-12-01 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-02 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-03 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-06 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-07 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-08 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-09 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-10 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-13 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-14 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-15 00:00:00+05:30,4.0,4.0,4.0,4.0,5000,0.0,0.0,0.0,539403
2021-12-16 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-17 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-20 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-21 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-22 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-23 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-24 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-27 00:00:00+05:30,4.0,4.0,4.0,4.0,0,0.0,0.0,0.0,539403
2021-12-28 00:00:00+05:30,4.0,4.199999809265137,4.0,4.199999809265137,40000,0.0,0.0,0.0,539403
2021-12-29 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,5000,0.0,0.0,0.0,539403
2021-12-30 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2021-12-31 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-01-03 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-01-04 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-01-05 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-01-06 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-01-07 00:00:00+05:30,4.150000095367432,4.150000095367432,4.150000095367432,4.150000095367432,5000,0.0,0.0,0.0,539403
2022-01-10 00:00:00+05:30,4.150000095367432,4.150000095367432,4.150000095367432,4.150000095367432,0,0.0,0.0,0.0,539403
2022-01-11 00:00:00+05:30,4.199999809265137,4.199999809265137,4.150000095367432,4.150000095367432,30000,0.0,0.0,0.0,539403
2022-01-12 00:00:00+05:30,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,30000,0.0,0.0,0.0,539403
2022-01-13 00:00:00+05:30,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,0,0.0,0.0,0.0,539403
2022-01-14 00:00:00+05:30,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,0,0.0,0.0,0.0,539403
2022-01-17 00:00:00+05:30,4.150000095367432,4.199999809265137,4.150000095367432,4.199999809265137,10000,0.0,0.0,0.0,539403
2022-01-18 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-19 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-20 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-21 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-24 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-25 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-27 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-28 00:00:00+05:30,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,0,0.0,0.0,0.0,539403
2022-01-31 00:00:00+05:30,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,5000,0.0,0.0,0.0,539403
2022-02-01 00:00:00+05:30,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0,0.0,0.0,0.0,539403
2022-02-02 00:00:00+05:30,3.8499999046325684,3.8499999046325684,3.799999952316284,3.799999952316284,15000,0.0,0.0,0.0,539403
2022-02-03 00:00:00+05:30,3.609999895095825,3.609999895095825,3.609999895095825,3.609999895095825,5000,0.0,0.0,0.0,539403
2022-02-04 00:00:00+05:30,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,5000,0.0,0.0,0.0,539403
2022-02-07 00:00:00+05:30,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,0,0.0,0.0,0.0,539403
2022-02-08 00:00:00+05:30,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,0,0.0,0.0,0.0,539403
2022-02-09 00:00:00+05:30,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,0,0.0,0.0,0.0,539403
2022-02-10 00:00:00+05:30,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,0,0.0,0.0,0.0,539403
2022-02-11 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,15000,0.0,0.0,0.0,539403
2022-02-14 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-15 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-16 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-17 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-18 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-21 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-22 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-23 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-24 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-25 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-02-28 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-03-02 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-03-03 00:00:00+05:30,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,0,0.0,0.0,0.0,539403
2022-03-04 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,5000,0.0,0.0,0.0,539403
2022-03-07 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-08 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-09 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-10 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-11 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-14 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-15 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-16 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-17 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-21 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-22 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-23 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-24 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-25 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-28 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-29 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-30 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-03-31 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-01 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-04 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-05 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-06 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-07 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-08 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-11 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
2022-04-12 00:00:00+05:30,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0,0.0,0.0,0.0,539403
